id,Dvfull,treatment,W1,W2,W2n,W3,W3a,W3n,W4,W4a,Census_comp,W5,W5a,W5b,W5c,Party,PartyLean,PartyLikert,N2,N2n,N3,N3n,N4_1,N4_2,N4_3,N4_4,N4_5,N4_6,N4_7,N4_8,N4_9,N4_10,N4_11,N4_12,N4_13,N4_1n,N4_2n,N4_3n,N4_4n,N4_5n,N4_6n,N4_7n,N4_8n,N4_9n,N4_10n,N4_11n,N4_12n,N4_13n,Agreatdealn,Afairamountn,Nottoomuchn,Noconfidenceatalln,ConfidenceIndex,N5,N5n,N6,N6n,N7_1,N7_2,N7_3,N7_4,N7_5,N7_6,N7_7,N7_8,N7_1n,N7_2n,N7_3n,N7_4n,N7_5n,N7_6n,N7_7n,N7_8n,GovtServicesIndex,N8,N8n,N9_1,N9_2,N9_3,N9_4,N9_1n,N9_2n,N9_3n,N9_4n,MediaIndex,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N10n,N11n,N12n,N13n,N14n,N15n,N16n,N17n,N18n,N19n,N1,N1n,N1a,N1an,Trump,D2,IdeoLikert,D4,D4n,D5,D5n,D7,D7n,D8,D8n,D9,D9n,D13,D13n,D14,D14n,D15,D15n,D11,D11n,D11a,D11an,D12_1,D12_2,Region,Division,Confirmed_Cases,Covid_Deaths,Active_Covid,Incident_Rate,Case_Fatality_Ratio,opp,Q_TotalDuration,RISN,rid,Q_CHL,QPMID,cintid,ProjectToken,isNew,wave,gc,term,Treatment,Medium,Race,LS,E0_num,E1_num,E2_num,E3_num,E4_num,E5_num,E6_num,E7_num,E0_num3,E1_num3,E2_num3,E3_num3,E4_num3,E5_num3,E6_num3,E7_num3,partisan,DVfull,control,NurseLindsaydemo,DrFaucidemo,Bidenendorse,Trumpendorse,Fauciendorse,FDA,Economy,gender,health,flu,edu,incm,marital,agevar,race,trust_sci,treatment,allergy,religion,Black,Hispanic,Asian,Mixed,Other,White,PacificIslander,NativeAmerican,Other2,concernillness,knowCovid19pat,ConfidenceIndexscale,GovtServicesIndexscale,MediaIndexscale,Incident_RatePct,lnCovid_Deaths,trust_gov,fem,county,incident_ratepct,state,ManipCorr,Durationinseconds
503,6,T2 Fauci,Yes,25-34,1,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,About half the time,2,A fair amount,A great deal,A fair amount,A great deal,A fair amount,A fair amount,Not too much,A great deal,Not too much,Not too much,Not too much,Not too much,A fair amount,2,3,2,3,2,2,1,3,1,1,1,1,2,3,5,5,0,24,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,No,No,No,Yes,Yes,Yes,No,0,0,0,0,1,1,1,0,3,The scientific method generally produces accurate conclusions,1,Never,Every day,Every day,Every few weeks/once a month,0,4,4,2,10,Somewhat concerned,Not too concerned,Yes,Oppose,Increased a little,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Neither agree nor disagree,Some of the time,2,1,1,0,3,1,1,0,2,1,Yes,1,Joseph R. Biden,0,0,Mostly liberal,1,Single,0,No,0,4-year college degree,4,"Less than $10,000",0,Some of the time,2,No,0,No,0,Good,2,Yes,Yes,Judaism,Judaism,PENNSYLVANIA,Montgomery PA,Northeast,Middle Atlantic,50615,1440,49175,6091,3,Qual73538399-0108Vaccination,668,9979290,60233815-84dd-fdb1-079f-7ba6ee42dda8,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,2,,,,,,,,6,,,,,,0,6,0,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,7,2,0,Montgomery PA,6,PENNSYLVANIA,1,668
504,6,T6 Approval,Yes,25-34,1,Male,,0,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,About half the time,2,Not too much,A fair amount,A fair amount,A great deal,Not too much,Not too much,Not too much,Not too much,A fair amount,A great deal,A fair amount,Not too much,A great deal,1,2,2,3,1,1,1,1,2,3,2,1,3,3,4,6,0,23,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,No,No,No,No,Yes,No,1,0,0,0,0,0,1,0,2,The scientific method generally produces accurate conclusions,1,Several days a week,Once a week,Once a week,Several days a week,3,1,1,3,8,Very concerned,Not too concerned,No,Oppose,Increased a lot,Encourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,3,1,0,0,4,2,0,1,3,1,Yes,1,Joseph R. Biden,0,0,Mostly liberal,1,Single,0,No,0,2-year college degree,3,"$20,000 to under $30,000",2,Some of the time,2,Yes,1,No,0,Very good,3,Yes,Yes,Catholic ,Catholic ,FLORIDA,Broward FL,South,South Atlantic,180501,2192,178309,9243,1,Qual73538399-0108Vaccination,537,9979290,602337fe-2fc7-9b30-82f6-79aa37d7b770,anonymous,73531461,,,,,1,,T6 Approval,Subst Message,Black,1227,,,,,,,2,,,,,,,,6,,0,6,0,0,0,0,0,0,1,0,0,3,1,3,2,0,1,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,2,0,Broward FL,9,FLORIDA,1,537
505,6,T5 Fauci,Yes,18-24,0,Male,,0,African American,,Black,Independent/no preference,,,Neither,Other,Neither,3,Very interested,3,Never,0,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,3,3,3,3,3,3,3,3,3,3,3,3,3,13,0,0,0,39,There’s not much ordinary citizens can do to influence the government,0,All of the time,4,No,No,No,No,No,Yes,No,No,0,0,0,0,0,1,0,0,1,The scientific method can be used to produce any conclusion the researcher wants,0,Every day,Every day,Never,Every day,4,4,0,4,12,Somewhat concerned,Somewhat concerned,No,Oppose,Increased a lot,Encourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,2,2,0,0,4,2,0,1,3,1,No,0,,,,Somewhat conservative,4,Single,0,Yes,1,4-year college degree,4,"$150,000 or more",8,Never,0,No,0,No,0,Excellent,4,No,No,,,GEORGIA,Banks GA,South,South Atlantic,1606,29,1577,8350,2,Qual73538399-0108Vaccination,296,9979290,602339c4-6c34-3071-19ef-59728f3ba38f,anonymous,73531461,,,,,1,,T5 Fauci,Text Endorse,Black,1227,,,,,,2,,,,,,,,6,,,2,6,0,0,0,0,0,1,0,0,0,4,0,4,8,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,0,0,Banks GA,8,GEORGIA,0,296
506,0,T3 Biden,Yes,25-34,1,Male,,0,African American,,Black,Independent/no preference,,,Neither,Other,Neither,3,Not at all interested,0,Never,0,No confidence at all,A fair amount,No confidence at all,No confidence at all,No confidence at all,Not too much,A great deal,Not too much,Not too much,Not too much,A fair amount,A fair amount,Not too much,0,2,0,0,0,1,3,1,1,1,2,2,1,1,3,5,4,14,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,None of the time,0,No,No,No,Yes,Yes,Yes,Yes,No,0,0,0,1,1,1,1,0,4,The scientific method can be used to produce any conclusion the researcher wants,0,Every few weeks/once a month,Once a week,Never,Every few weeks/once a month,2,1,0,2,5,Not at all concerned,Not at all concerned,No,Oppose,Increased a lot,Stay out of this matter,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Most of the time,0,0,0,0,4,1,1,1,3,2,No,0,,,,Very conservative,6,Married,2,No,0,High school graduate,1,"$50,000 to under $75,000",5,Occassionally,1,No,0,No,0,Excellent,4,No,No,,,FLORIDA,Orange FL,South,South Atlantic,107301,1011,106290,7700,1,Qual73538399-0108Vaccination,534,9979290,6023392b-a71c-37b8-21c7-24d01267effe,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,Black,1227,,,,0,,,,,,,,0,,,,,2,0,0,0,0,1,0,0,0,0,0,4,0,1,5,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,Orange FL,8,FLORIDA,1,534
507,2,T2 Fauci,Yes,35-50,2,Male,,0,White,,White,Independent/no preference,,,Closer to Democratic Party,Other,Democrat,2,Somewhat interested,2,Most of the time,3,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,All of the time,4,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Never,Never,Never,Never,0,0,0,0,0,Very concerned,Not at all concerned,Yes,Favor,Increased a lot,Encourage,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Agree,Some of the time,3,0,1,1,4,2,0,1,3,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Single,0,No,0,4-year college degree,4,"$30,000 to under $40,000",3,Never,0,Yes,1,Yes,1,Very good,3,No,No,,,PENNSYLVANIA,Philadelphia PA,Northeast,Middle Atlantic,113224,2970,110254,7148,3,Qual73538399-0108Vaccination,278,9979290,60233a40-aaa8-e9fa-f8e7-04e56d7383a8,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,1,,,,,,,,2,,,,,,2,2,0,0,1,0,0,0,0,0,0,3,1,4,3,0,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,3,0,Philadelphia PA,7,PENNSYLVANIA,1,278
508,0,T4 Trump,Yes,25-34,1,Male,,0,White,,White,Independent/no preference,,,Neither,Other,Neither,3,Not at all interested,0,Never,0,No confidence at all,No confidence at all,No confidence at all,A fair amount,Not too much,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Not too much,No confidence at all,Not too much,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,3,9,5,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,No,Yes,No,No,No,No,No,No,0,1,0,0,0,0,0,0,1,The scientific method generally produces accurate conclusions,1,Never,Never,Never,Never,0,0,0,0,0,Not at all concerned,Not at all concerned,Yes,Oppose,Increased a lot,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a non-democracy where government action often aligns with your views,Disagree,Some of the time,0,0,1,0,4,1,0,1,1,1,No,0,,,,Moderate,3,Single,0,No,0,Some college,2,"$20,000 to under $30,000",2,Never,0,No,0,No,0,Good,2,No,No,,,OKLAHOMA,Tulsa OK,South,West South Central,67459,629,66830,10354,1,Qual73538399-0108Vaccination,359,9979290,602339bc-648a-5408-1b97-e8e42c0f84c7,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,0,,,,,,,,0,,,,2,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,Tulsa OK,10,OKLAHOMA,1,359
509,6,T3 Biden,Yes,25-34,1,Male,,0,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Somewhat interested,2,Some of the time,1,No confidence at all,No confidence at all,No confidence at all,Not too much,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,A fair amount,No confidence at all,No confidence at all,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,11,3,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,No,Yes,No,No,No,No,Yes,No,0,1,0,0,0,0,1,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Never,Several days a week,Never,Never,0,3,0,0,3,Somewhat concerned,Somewhat concerned,Yes,Oppose,Decreased a lot,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly disagree,Some of the time,2,2,1,0,0,2,1,0,0,1,No,0,,,,Very conservative,6,Single,0,No,0,Some college,2,"Less than $10,000",0,Never,0,No,0,No,0,Good,2,No,No,,,INDIANA,Marion IN,Midwest,East North Central,88339,1587,86752,9158,2,Qual73538399-0108Vaccination,261,9979290,60233a5a-46ad-dbc1-1238-4e203ca34ca9,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,Black,1227,,,,2,,,,,,,,6,,,,,0,6,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,1,0,Marion IN,9,INDIANA,0,261
510,6,T4 Trump,Yes,25-34,1,Male,,0,Hispanic or Latino,,Hispanic,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,About half the time,2,A fair amount,No confidence at all,A great deal,A great deal,Not too much,A great deal,A fair amount,A fair amount,Not too much,A great deal,A fair amount,No confidence at all,A fair amount,2,0,3,3,1,3,2,2,1,3,2,0,2,4,5,2,2,24,There’s not much ordinary citizens can do to influence the government,0,Most of the time,3,Yes,No,No,Yes,Yes,Yes,Yes,No,1,0,0,1,1,1,1,0,5,The scientific method can be used to produce any conclusion the researcher wants,0,Several days a week,Every day,Once a week,Several days a week,3,4,1,3,11,Very concerned,Somewhat concerned,Yes,Favor,Decreased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,3,2,1,1,1,0,1,0,4,1,Yes,1,Donald J. Trump,3,1,Very conservative,6,Single,0,No,0,High school graduate,1,"$20,000 to under $30,000",2,Most of the time,3,No,0,No,0,Good,2,Yes,Yes,catholic,catholic,COLORADO,Arapahoe CO,West,Mountain,46245,630,45615,7043,1,Qual73538399-0108Vaccination,331,9979290,60233a98-bdef-a979-ad6b-6087d5a97432,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,Hispanic,1227,,,,,2,,,,,,,,6,,,,1,6,0,0,0,0,1,0,0,0,0,2,0,1,2,0,1,2,0,4,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,6,2,0,Arapahoe CO,7,COLORADO,1,331
511,6,T3 Biden,Yes,25-34,1,Male,,0,White,,White,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,Most of the time,3,A fair amount,Not too much,A great deal,A great deal,Not too much,A great deal,A fair amount,A fair amount,A great deal,A fair amount,Not too much,Not too much,A fair amount,2,1,3,3,1,3,2,2,3,2,1,1,2,4,5,4,0,26,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,No,Yes,No,Yes,No,No,1,0,0,1,0,1,0,0,3,The scientific method generally produces accurate conclusions,1,Every few weeks/once a month,Every day,Once a week,Several days a week,2,4,1,3,10,Very concerned,Very concerned,Yes,Oppose,Increased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,3,3,1,0,3,0,1,0,4,1,Yes,1,Joseph R. Biden,0,0,Mostly liberal,1,Married,2,No,0,4-year college degree,4,"$100,000 to under $150,000",7,Never,0,Yes,1,Yes,1,Good,2,No,No,,,WISCONSIN,Outagamie WI,Midwest,East North Central,20955,194,20761,11153,1,Qual73538399-0108Vaccination,254,9979290,60233b1e-c8f6-5189-b7b0-347d5a10c969,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,White,1227,,,,2,,,,,,,,6,,,,,0,6,0,0,0,1,0,0,0,0,0,2,1,4,7,2,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,0,5,3,0,Outagamie WI,11,WISCONSIN,1,254
512,6,T4 Trump,Yes,25-34,1,Male,,0,African American,,Black,Democratic Party,Strong,,,Democrat,Democrat,0,Extremely interested,4,Always,4,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,3,3,3,3,3,3,3,3,3,3,3,3,3,13,0,0,0,39,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,All of the time,4,Yes,No,No,No,No,Yes,No,No,1,0,0,0,0,1,0,0,2,The scientific method generally produces accurate conclusions,1,Several days a week,Every day,Once a week,Several days a week,3,4,1,3,11,Very concerned,Very concerned,No,Favor,Left the same as it is now,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,All of the time,3,3,0,1,2,2,1,0,4,3,No,0,,,,Very conservative,6,Single,0,No,0,High school graduate,1,"$20,000 to under $30,000",2,Some of the time,2,No,0,No,0,Excellent,4,Yes,Yes,Christian,Christian,GEORGIA,Clarke GA,South,South Atlantic,13492,104,13388,10513,1,Qual73538399-0108Vaccination,449,9979290,60233a17-15c9-9df3-a7f7-c72389839c2d,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,Black,1227,,,,,2,,,,,,,,6,,,,0,6,0,0,0,0,1,0,0,0,0,4,0,1,2,0,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,5,4,0,Clarke GA,11,GEORGIA,1,449
513,6,T3 Biden,Yes,35-50,2,Male,,0,African American,,Black,Republican Party,,Strong,,Republican,Republican,6,Extremely interested,4,Most of the time,3,A great deal,A great deal,A great deal,A great deal,A fair amount,A fair amount,A great deal,A great deal,A fair amount,A great deal,A great deal,A great deal,A great deal,3,3,3,3,2,2,3,3,2,3,3,3,3,10,3,0,0,36,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,All of the time,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,8,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Every day,Every day,4,3,4,4,15,Very concerned,Somewhat concerned,Yes,Favor,Increased a lot,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,All of the time,3,2,1,1,4,2,1,0,4,3,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Married,2,Yes,1,4-year college degree,4,"$100,000 to under $150,000",7,Always,4,Yes,1,Yes,1,Very good,3,Yes,Yes,1st baptist,1st baptist,FLORIDA,Lake FL,South,South Atlantic,22933,489,22444,6247,2,Qual73538399-0108Vaccination,354,9979290,60233a79-bf6a-c4f6-b2f7-03106c9f7229,anonymous,73531461,,,,,1,,T3 Biden,Text Endorse,Black,1227,,,,2,,,,,,,,6,,,,,1,6,0,0,0,1,0,0,0,0,0,3,1,4,7,2,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,6,3,0,Lake FL,6,FLORIDA,1,354
514,6,T4 Trump,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,About half the time,2,Not too much,Not too much,A fair amount,Not too much,A fair amount,No confidence at all,Not too much,Not too much,A fair amount,A fair amount,Not too much,A fair amount,Not too much,1,1,2,1,2,0,1,1,2,2,1,2,1,0,5,7,1,17,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Half of the time,2,Yes,No,No,No,Yes,Yes,Yes,Yes,1,0,0,0,1,1,1,1,5,The scientific method generally produces accurate conclusions,1,Every day,Several days a week,Never,Several days a week,4,3,0,3,10,Somewhat concerned,Not too concerned,Yes,Favor,Left the same as it is now,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,2,1,1,1,2,0,1,0,3,1,Yes,1,Donald J. Trump,3,1,Mostly conservative,5,Married,2,Yes,1,Advanced degree,5,"$50,000 to under $75,000",5,Never,0,Yes,1,Yes,1,Good,2,Yes,Yes,Catholicism,Catholicism,WEST VIRGINIA,Wood WV,South,South Atlantic,6731,123,6608,8059,2,Qual73538399-0108Vaccination,286,9979290,60233b26-561e-074c-1fad-4a00e726be20,anonymous,73531461,,,,,1,,T4 Trump,Text Endorse,White,1227,,,,,2,,,,,,,,6,,,,1,6,0,0,0,0,1,0,0,0,0,2,1,5,5,2,1,0,1,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,5,2,0,Wood WV,8,WEST VIRGINIA,1,286
515,3,T1 Lindsay,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Not too interested,1,Never,0,No confidence at all,No confidence at all,A great deal,A fair amount,A fair amount,A fair amount,Not too much,No confidence at all,Not too much,A fair amount,Not too much,No confidence at all,Not too much,0,0,3,2,2,2,1,0,1,2,1,0,1,1,4,4,4,15,There’s not much ordinary citizens can do to influence the government,0,None of the time,0,No,No,No,Yes,No,No,Yes,No,0,0,0,1,0,0,1,0,2,The scientific method can be used to produce any conclusion the researcher wants,0,Once a week,Several days a week,Every few weeks/once a month,Once a week,1,3,2,1,7,Not too concerned,Not too concerned,Yes,Favor,Decreased a lot,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a non-democracy where government action often aligns with your views,Strongly disagree,Some of the time,1,1,1,1,0,0,1,1,0,1,Yes,1,Donald J. Trump,3,1,Very conservative,6,Married,2,No,0,High school graduate,1,"$30,000 to under $40,000",3,Some of the time,2,Yes,1,No,0,Very good,3,No,No,,,MISSOURI,Buchanan MO,Midwest,West North Central,6867,126,6741,7860,2,Qual73538399-0108Vaccination,300,9979290,60233b63-66a3-e1e3-3191-8a8b47993aec,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,1,,,,,,,,3,,,,,,,1,3,0,1,0,0,0,0,0,0,0,3,1,1,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,0,0,Buchanan MO,8,MISSOURI,0,300
516,1,T1 Lindsay,Yes,25-34,1,Female,,1,African American,,Black,Other party,,,Neither,Other,Neither,3,Not too interested,1,Never,0,No confidence at all,No confidence at all,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,No confidence at all,Not too much,A fair amount,Not too much,Not too much,Not too much,0,0,2,2,2,2,1,0,1,2,1,1,1,0,5,5,3,15,Ordinary citizens can do a lot to influence the government if they are willing to make the effort,1,Some of the time,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,1,0,0,1,1,1,1,6,The scientific method generally produces accurate conclusions,1,Never,Every few weeks/once a month,Never,Never,0,2,0,0,2,Not too concerned,Not at all concerned,Yes,Oppose,Increased a lot,Encourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Agree,Some of the time,1,0,1,0,4,2,1,0,3,1,Yes,1,Joseph R. Biden,0,0,Moderate,3,Single,0,No,0,2-year college degree,3,"$40,000 to under $50,000",4,Some of the time,2,No,0,No,0,Very good,3,Yes,Yes,Christian believer of Jesus Christ in heaven,Christian believer of Jesus Christ in heaven,TEXAS,Tarrant TX,South,West South Central,230981,2509,228472,10986,1,Qual73538399-0108Vaccination,712,9979290,602339db-4dd0-0d3f-7d72-5dffb5fb73b6,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,Black,1227,,1,,,,,,,,1,,,,,,,,1,0,1,0,0,0,0,0,0,1,3,0,3,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,1,Tarrant TX,11,TEXAS,1,712
517,6,T1 Lindsay,Yes,25-34,1,Male,,0,White,,White,Democratic Party,Not very strong,,,Democrat,Democrat,1,Very interested,3,About half the time,2,Not too much,A fair amount,No confidence at all,A great deal,Not too much,A fair amount,No confidence at all,Not too much,Not too much,Not too much,No confidence at all,Not too much,Not too much,1,2,0,3,1,2,0,1,1,1,0,1,1,1,2,7,3,14,There’s not much ordinary citizens can do to influence the government,0,Some of the time,1,No,No,No,No,Yes,Yes,No,No,0,0,0,0,1,1,0,0,2,The scientific method generally produces accurate conclusions,1,Every few weeks/once a month,Every day,Every few weeks/once a month,Never,2,4,2,0,8,Very concerned,Very concerned,Yes,Oppose,Increased a lot,Stay out of this matter,"A factory owned by a Chinese company that employed 2,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly disagree,Most of the time,3,3,1,0,4,1,0,0,0,2,Yes,1,Joseph R. Biden,0,0,Very liberal,0,Single,0,No,0,2-year college degree,3,"$10,000 to under $20,000",1,Occassionally,1,No,0,No,0,Good,2,Yes,Yes,Irish pagan,Irish pagan,MICHIGAN,Tuscola MI,Midwest,East North Central,3068,131,2937,5872,4,Qual73538399-0108Vaccination,351,9979290,60233b51-6efc-f7dd-91ba-58806a18b02f,anonymous,73531461,,,,,1,,T1 Lindsay,Demo Endorse,White,1227,,2,,,,,,,,6,,,,,,,0,6,0,1,0,0,0,0,0,0,0,2,0,3,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,5,2,0,Tuscola MI,6,MICHIGAN,1,351
518,2,T2 Fauci,Yes,25-34,1,Male,,0,White,,White,Republican Party,,Strong,,Republican,Republican,6,Very interested,3,Most of the time,3,A fair amount,A great deal,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,Not too much,A fair amount,Not too much,A great deal,2,3,3,3,2,2,2,2,2,1,2,1,3,4,7,2,0,28,There’s not much ordinary citizens can do to influence the government,0,Most of the time,3,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,The scientific method generally produces accurate conclusions,1,Every day,Every day,Never,Every few weeks/once a month,4,4,0,2,10,Somewhat concerned,Somewhat concerned,No,Oppose,Increased a little,Discourage,"A factory owned by an American company that employed 1,000 workers",Live in a democracy where government action sometimes aligns with your views,Strongly agree,Some of the time,2,2,0,0,3,0,1,0,4,1,Yes,1,Joseph R. Biden,0,0,Somewhat liberal,2,Married,2,Yes,1,4-year college degree,4,"$150,000 or more",8,Never,0,No,0,No,0,Very good,3,Yes,Yes,Protestantism,Protestantism,FLORIDA,Miami-Dade FL,South,South Atlantic,386425,5058,381367,14223,1,Qual73538399-0108Vaccination,679,9979290,60233a08-35fc-d7f8-a751-a9ffd23a7683,anonymous,73531461,,,,,1,,T2 Fauci,Demo Endorse,White,1227,,,1,,,,,,,,2,,,,,,1,2,0,0,1,0,0,0,0,0,0,3,0,4,8,2,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,9,3,0,Miami-Dade FL,14,FLORIDA,1,679
